name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Summer Caprese,Rewort Brewery,Sour - Fruited Gose,2022-02-11,4.043,,,,,5.0,,4
Pancho Villa,Coma Brewery,Sour - Smoothie / Pastry,2022-02-01,3.972,,,,,6.1,,4
Caramel Delight,Rewort Brewery,Porter - Other,2022-02-17,3.956,27.0,,,,6.9,19.5,4
S.P.I.N.,"Malanka,Carousel Brewery",IPA - Imperial / Double New England / Hazy,2022-03-26,4.259,,"Strata,Idaho 7,Nelson Sauvin","Pilsner,Flaked Oats",,6.8,17.5,4
Maniac,"Coma Brewery,Valaduta",Sour - Smoothie / Pastry,2022-03-15,4.133,,,,"Blackberry,Banana,Strawberry",5.5,,4
Mushroom Carousel,"Bierbank,Carousel Brewery",Sour - Other Gose,2022-03-26,4.211,7.0,,,,4.1,,4
Курлык,Midnight Project,Stout - Other,2022-03-12,3.805,30.0,,,,6.9,,4
Vedzma Mango,Крыніца,Hard Seltzer,2021-04-23,1.987,,,,,4.5,,1
Regatta,Rewort Brewery × BorMAN BREW,Sour - Traditional Gose,2022-01-18,4.019,5.0,,,,5.5,,4
Chveni Mze,"Red Rocket Brewery,Megobrebi Brewery",Sour - Fruited Gose,2021-05-21,4.101,,,,"Raspberry,Pomegranate",6.0,,4
So Much Caffeine: Ecuador,Bierstaat,Stout - Coffee,2022-03-15,4.23,16.0,,,Coffee,6.8,,4
Blackberry & Black Currant Bochet,Степь и ветер,Mead - Other,2021-06-22,4.295,,,,"Blackberry,Black Currant",6.0,,5
Smoothie Mead: Kiwi & Lime,Степь и ветер,Mead - Other,2021-11-11,4.212,,,,,6.0,,4
Draft Mead,Степь и ветер,Mead - Traditional,2021-05-18,4.02,10.0,,,,6.0,,4
Tonic Mead,Степь и ветер,Mead - Traditional,2022-02-24,3.726,,,,,4.5,,3
India Pale Ale,Alaryk,IPA - English,2016-12-17,3.398,65.0,,,,6.0,,4
Karol Jan Sparkling Pineapple,Аліварыя,Fruit Beer,2022-03-04,2.892,10.0,,,,5.6,,3
Квадратура круга,"Brewmen,GAS Brew",Pilsner - Other,2021-08-30,3.747,20.0,Hallertau,,,5.2,,4
Peaceful Triple IPA,"Double Xanna,Carousel Brewery",IPA - Triple,2022-03-16,4.28,75.0,"Simcoe,Wakatu,Kohatu",,,6.8,,4
Seth & Riley's Garage Hard Black Cherry Drink,Балтика,Shandy / Radler,2019-03-19,3.052,,,,,4.6,,2
Robert Burns Brown Ale,Belhaven Brewery,Brown Ale - English,2011-01-27,3.492,,,,,4.2,,3
Rager: Sabro,Valaduta,IPA - Imperial / Double,2022-02-16,4.332,70.0,Sabro,,,6.8,,4
Rager: Sequoia,Valaduta,IPA - Imperial / Double,2022-02-08,4.231,70.0,Sequoia,,,6.8,,4
Focus Shift,Panzer Brewery,Sour - Fruited,2021-12-17,4.046,,,,,6.9,,4
Abšar: Citra & Mosaic,Malanka,IPA - White / Wheat,2022-02-11,4.397,,"Citra,Mosaic","Pilsner,Wheat,Flaked Wheat",,6.8,17.5,5
Sacred Beast,Selfmade Brewery,Sour - Fruited Berliner Weisse,2021-06-02,3.833,10.0,,,"Grapefruit,Rosemary,Cardamom",5.2,,4
Solar Nomad,Selfmade Brewery,Mead - Other,2021-11-29,3.946,,,,"Ginger,Lemon",6.8,,4
Children of the Hops,Selfmade Brewery,IPA - Imperial / Double,2021-12-23,3.807,62.0,,,,6.8,,4
The Source,Jungle Brewery,IPA - American,2022-01-03,4.123,45.0,"Zamba,Sitiva",,Lactose,5.6,15.7,4
Shadow,Bierstaat,Smoked Beer,2022-03-01,4.033,23.0,,,,6.7,,4
Bohemian Pils,Горьковская пивоварня,Pilsner - Other,2019-08-20,3.055,30.0,,,,5.2,,3
Symbol,Jungle Brewery,Sour - Fruited Gose,2022-01-12,4.051,15.0,,,Black Currant,5.2,11.7,4
Спектр: Citra & Lemondrop,Прамень,Pale Ale - American,2022-02-22,3.81,30.0,"Citra,Lemondrop",,,6.2,,4
Шард,Прамень,Brown Ale - English,2022-02-07,3.603,15.0,,,,6.2,,4
Tonka Overdose,"Midnight Project,Spin Bar",Stout - Imperial / Double Pastry,2021-11-26,4.31,40.0,,,Tonka Beans,6.8,,4
Duchesse de Bourgogne,Brouwerij Verhaeghe,Sour - Flanders Red Ale,,3.66,11.0,,,,6.0,,5
Tranquility,Bierbank,IPA - American,2022-01-18,4.074,40.0,"Amarillo,Citra,Mosaic",,,5.8,,4
Fruited Things,"Rewort Brewery,Coma Brewery",Sour - Smoothie / Pastry,2021-11-10,4.204,10.0,,,"Peach,Tangerine",5.9,24.0,4
Atmosfear,Jungle Brewery,IPA - American,2021-12-23,3.999,65.0,"Citra,Sabro",,,5.8,14.0,4
Rager: Zamba,Valaduta,IPA - Imperial / Double,2021-12-20,4.18,70.0,Zamba,,,6.8,,4
God of Destruction,Valdsam Bjorn Brewery,Belgian Strong Golden Ale,2021-12-20,3.979,15.0,,,,6.8,,4
Cascade One Love,Jungle Brewery,IPA - Session,2022-01-25,4.073,40.0,Cascade,,,5.0,12.9,4
Baron,Robim Good Brewery,Blonde Ale,2022-01-10,3.609,15.0,"Columbus,Cascade,Citra",,,6.6,15.5,4
Виски Кола,Volksbräu,Fruit Beer,2020-08-30,,,,,,6.9,,1
Negroni,Zavod,Hard Seltzer,2021-12-05,3.287,,,,,6.8,,4
Октябрьский эль 2021 (Fresh Hop Brown Ale),LaBEERint Brewery,Brown Ale - English,2021-10-29,3.763,25.0,,,,6.3,,4
Trasca: Enigma,Malanka,IPA - Triple,2022-01-18,4.132,90.0,Enigma,Pilsner,,6.8,22.0,4
Mimic Chest,Selfmade Brewery,Stout - Milk / Sweet,2021-12-21,3.937,22.0,,,"Vanilla,Tonka Beans",6.8,,4
Disco 80s,Bierstaat,Lager - American Amber / Red,2022-01-24,3.537,17.0,"Citra,Mandarina Bavaria",,,6.5,,4
Яшма,Panzer Brewery,Mead - Melomel,2021-12-03,3.896,,,,,6.0,,4
Blackberry Mead,Степь и ветер,Mead - Melomel,2018-03-13,4.115,,,,Blackberry,6.0,,4
Lukken,"Main Rule,Lux in Tenebris",Stout - Pastry,2021-10-26,3.763,,,,,6.8,,4
Black Color: Tonka Beans,Bierstaat,Stout - Milk / Sweet,2022-01-05,4.064,18.0,,,Tonka Beans,6.4,,4
Oak Smoked Tomato Gose Light Chili Edition,Salden’s Brewery,Chilli / Chile Beer,2019-03-12,3.97,,,,,5.0,,4
Vietraź: Apieĺsin i miata,Malanka,Wheat Beer - Witbier / Blanche,2021-12-17,4.091,,,"Pilsner,Flaked Wheat,Wheat","Orange,Orange Peel,Mint",6.8,17.5,4
Machete Pesto,Rising Moon Brewery,Sour - Traditional Gose,2021-06-30,3.795,,,,,4.0,,2
Пшеничное,13 Litar,Wheat Beer - Hefeweizen,2016-02-19,3.577,18.0,,,,4.2,,3
Grape Shard,Hops Brewery,Grape Ale - Italian,2021-12-24,3.979,,,,Grape,6.8,,4
Трёхлинейка,Brewlok,Porter - Other,2016-02-29,3.827,,,,,6.8,18.0,4
Тигррр | Tigerrr,Brewlok,Bock - Doppelbock,2021-12-09,3.785,,,,,6.8,,4
Great Smog,Zavod,Smoked Beer,2021-12-08,3.838,,,,,4.2,,4
Blanche de Namur Apple,Brasserie du Bocq,Fruit Beer,2017-03-13,3.243,,,,,3.1,,4
Blastberry,Rewort Brewery,Sour - Fruited,2021-04-21,4.361,6.0,,,"Raspberry,Blueberry,Strawberry",5.8,,4
Blasphemy,Valaduta,Barleywine - English,2021-12-21,4.591,70.0,,,,6.8,,5
Grapefruit Mead,Степь и ветер,Mead - Melomel,2019-10-07,4.111,,,,Grapefruit,6.7,,4
Рижское,Афанасий,Lager - Pale,2017-07-26,2.663,,,,,4.1,,2
Острая зависимость,4BREWERS,Sour - Other Gose,2018-12-27,4.145,3.0,,,,6.9,,4
Catwalk Star,Red Rocket Brewery,Sour - Fruited,2021-11-16,3.914,,,,,6.0,,3
Antihero,Valdsam Bjorn Brewery,IPA - Belgian,2021-11-01,3.838,40.0,"Simcoe,Mosaic,Ella",,,5.5,,4
Basic,Red Button Brewery,Pale Ale - New England / Hazy,2020-12-11,3.832,20.0,"Centennial,Cascade",,,6.0,,4
Oatmeal Cafe: Blueberry,Ostrovica,Stout - Imperial / Double,2018-05-12,3.994,21.0,Fuggle,,,6.8,21.0,4
Black Color: Milk Chocolate,Bierstaat,Stout - Milk / Sweet,2021-12-13,4.056,18.0,,,,6.7,,4
Nottingham,13 Litar,Porter - Imperial / Double,2021-10-20,4.065,25.0,"Centennial,Hallertau Blanc","Pale Ale,Pilsner,Biscuit,Caramunich,Abbey,Special B,Chocolate",,6.8,22.0,4
Iguana,Robim Good Brewery,IPA - American,2021-11-12,3.504,40.0,Idaho Gem,,,5.7,14.0,4
Mlosć: Mosaic,Malanka,Pale Ale - American,2021-12-01,4.304,50.0,Mosaic,Pilsner,,5.3,13.5,4
Diocort Lager,Diocort,Lager - Pale,2019-02-13,3.373,,,,,4.5,,4
Your Quintuple Eternals Juice,Midnight Project,Sour - Fruited,2021-11-26,4.246,10.0,,,Black Currant,6.8,,4
Kwaremont,Brouwerij De Brabandere,Belgian Blonde,,3.494,25.0,,,,6.6,,3
Corsendonk Grand Hops (2021),Brouwerij Corsendonk,IPA - Belgian,2021-04-18,3.477,30.0,,,,6.9,,4
Petrus Blond,Brouwerij De Brabandere,Belgian Blonde,2010-08-21,3.347,,,,,6.5,,4
Bavik Super Pils,Brouwerij De Brabandere,Pilsner - Other,,3.322,22.0,,,,5.2,,3
Fidel C.,Rewort Brewery,IPA - Imperial / Double,2018-03-30,3.842,60.0,,,,6.8,20.5,4
Petrus Red,Brouwerij De Brabandere,Sour - Fruited,2013-02-16,3.602,18.0,,,,6.8,,4
Rager: Citra,Valaduta,IPA - Imperial / Double,2021-11-16,4.207,70.0,Citra,,,6.8,,4
Hop Adventure Series Strata,O’Hara’s Brewery,IPA - American,2020-12-01,3.626,,Strata,,,5.0,,4
Crispy Droplets,Rewort Brewery,IPA - New England / Hazy,2021-07-28,3.814,31.0,"Citra,Amarillo,Talus",,,6.3,16.5,4
Duchesse Chocolate Cherry,Brouwerij Verhaeghe,Sour - Flanders Red Ale,2018-10-21,3.896,,,,"Cherry,Chocolate",6.8,,4
Oatmeal Stout,13 Litar,Stout - Oatmeal,2016-10-26,3.645,30.0,"Warrior,Sladek,Kazbek,Fuggle","Pilsner,Munich,Caraaroma,Chocolate,Oats",,5.8,,4
Dym: Smurodzina,Malanka,Historical Beer - Lichtenhainer,2021-09-03,4.032,,,"Peated,Wheat",Black Currant,4.0,11.0,4
Death Dealer,Jungle Brewery,IPA - Imperial / Double,2021-11-25,4.259,90.0,"Chinook,Sabro,Citra",,,6.8,,4
War Totem,Selfmade Brewery,Stout - American,2021-10-11,3.863,65.0,Talus,,,6.8,,4
Mirage,13 Litar,IPA - American,2021-11-09,3.867,40.0,"El Dorado,Medusa,Mosaic","Pale Ale,Pilsner",,6.2,15.0,2
Смага,Hops Brewery,Lager - Pale,2021-12-06,3.51,12.0,,,,4.8,,4
Янтарь,Panzer Brewery,Mead - Melomel,2021-06-15,4.011,,,,"Apple,Cinnamon",6.0,,4
Coco Loco,Munich Brew Mafia,Stout - Imperial / Double,2023-03-17,3.627,50.0,,,,6.8,,4
Blackwind,13 Litar,IPA - Imperial / Double Black,2021-11-09,4.11,50.0,Chinook,"Pale Ale,Pilsner,Carafa",,6.8,18.5,4
The Thing,Taler,IPA - American,2021-10-26,3.257,45.0,"Idaho Gem,Citra",,,5.7,14.0,4
Psychosis Smoked Ed.,Bierstaat,Porter - American,2021-12-07,4.075,25.0,,,,6.8,17.0,4
Old-School Double IPA,Salden’s Brewery,IPA - Imperial / Double,2016-05-25,3.956,110.0,"Cascade,Horizon,Columbus,Chinook",,,6.8,,4
Bang!,"Dugges Bryggeri,The Five Points Brewing Company",Barleywine - Other,2020-07-10,3.713,,,,,6.8,,2
Velvet,Robim Good Brewery,Lager - Vienna,2021-11-12,3.488,18.0,,,,5.8,15.0,3
Koronet Pub Draught,Лідскае піва,Lager - Euro Pale,2021-03-28,2.726,5.0,,,,4.7,10.6,1
Piece By Piece,Rewort Brewery,IPA - New England / Hazy,2021-02-26,3.756,32.0,"Strata,Mosaic",,,6.8,,4
Total Mosaic,Plan B Brewery,IPA - New England / Hazy,2021-09-03,3.777,30.0,,,,6.0,,4
Oficina,Red Button Brewery,Pale Ale - New England / Hazy,2021-10-12,3.837,40.0,"Lemondrop,HBC472",,,6.0,,4
Takamba,Velka Morava,IPA - New England / Hazy,2021-09-07,3.945,,"Nelson Sauvin,Simcoe,Mosaic",,,6.4,,4
Analog Dream,Rewort Brewery,Sour - Fruited,2019-09-02,3.993,15.0,,,"Rose,Raspberry,Lychee",6.9,23.1,4
Black Mass Is My Cassis,AF Brew,Sour - Berliner Weisse,2017-09-01,3.842,,,,,5.3,,4
ReSOURrection,Pike Season Brewery,Sour - Other,2019-06-30,3.908,45.0,Citra,,Passion fruit,6.2,,4
Kiki & Bouba,4BREWERS,Sour - Other,2021-09-10,3.502,,,,Lime,6.9,18.0,4
Broken Pattern,4BREWERS,Sour - Fruited,2019-09-11,4.055,,,,,6.5,,4
Santa Muerte,Volta Brewery,Stout - Imperial / Double,2020-11-27,4.065,60.0,,,,6.8,,4
Cherry & Chocolate Mead,Степь и ветер,Mead - Melomel,2019-06-20,,,,,,6.8,,4
Схватка,White Stone Brewery,Pale Ale - American,2019-07-06,3.771,50.0,,,,5.4,,4
Walk Together,"Jungle Brewery,13 Litar",Sour - Fruited,2021-10-19,4.163,13.0,,,"Banana,Black Currant,Lactose",5.7,,5
Mitrenha: Talus & Sabro,Malanka,IPA - Imperial / Double,2021-10-12,4.236,70.0,"Talus,Sabro",Pilsner,,6.8,17.0,4
Heavy Armor,Selfmade Brewery,IPA - Imperial / Double,2021-09-07,3.768,51.0,"Simcoe,Citra,Centennial",,,6.8,,4
Spirit Vessel,Selfmade Brewery,Sour - Fruited,2021-09-08,3.754,14.0,,,Tangerine,6.8,,4
Heart Ov Fog: Bear-Cub,"White Stone Brewery,Rewort Brewery",Mead - Melomel,2021-09-28,3.798,9.0,,,,6.9,,4
Maple Brunch,Rewort Brewery,Porter - Imperial / Double,2019-06-12,3.978,33.0,,,,6.9,,4
All Right All Night,Jungle Brewery,IPA - Session,2021-10-14,4.3,45.0,"Centennial,Mosaic,Idaho 7,Idaho Gem",,,4.9,,4
Grand Escape,Jungle Brewery,IPA - New England / Hazy,2021-11-09,4.157,40.0,"Idaho Gem,Mosaic,Medusa",,,6.9,,4
Sunset Charm,Rewort Brewery,IPA - Milkshake,2019-03-01,3.974,18.0,,,,6.9,18.0,2
Krumkake,"Lux in Tenebris,Main Rule",Stout - Pastry,2021-10-28,3.807,20.0,,,"Lactose,Waffles",6.8,,4
Rager: Talus,Valaduta,IPA - Imperial / Double,2021-11-08,4.294,70.0,Talus,,,6.8,,4
Oh My North,Valaduta,Sour - Traditional Gose,2019-10-05,4.1,10.0,,,"Blueberry,Cowberry,Cloudberry",6.8,,4
Bad Beat: Citra & Sabro,Midnight Project,IPA - Imperial / Double,2021-11-05,4.079,70.0,"Citra,Sabro",,,6.8,,4
Plastic Dreams,Coma Brewery,Sour - Fruited,2021-06-28,4.02,,,,,5.5,22.0,4
Hikikomori,"Coma Brewery,TBP",Sour - Fruited,2021-09-02,4.118,,,,"Banana,Strawberry",5.4,,4
Passion Mood,Rewort Brewery,Sour - Fruited,2019-09-02,3.837,10.0,,,Passion fruit,5.0,,4
Cactus Mood,Rewort Brewery,Sour - Fruited,2019-06-13,3.917,16.0,,,"Cactus,Pomegranate",4.0,,4
Way of Life,Rewort Brewery,IPA - Milkshake,2020-04-08,3.82,28.0,,,"Mango,Lychee",6.9,,3
Fridtjof N.,Rewort Brewery,IPA - American,2018-08-28,3.817,50.0,Mosaic,,,6.0,17.0,4
Milky Sea,Landau Beerlab,Stout - Milk / Sweet,2017-08-26,3.619,25.0,,,,6.8,,4
El Chupacabra,Rewort Brewery,Sour - Other Gose,2021-09-16,4.202,,,,,6.3,,5
Stroppy IPA,Bierbank,IPA - American,2021-11-15,4.155,50.0,"Simcoe,Citra,Chinook",,,6.3,,4
Heart Ov Fog: Hedgehog,"Rewort Brewery,White Stone Brewery",Sour - Fruited,2021-09-28,4.127,,,,,5.3,,5
El Dorado One Love,Jungle Brewery,IPA - Session,2021-10-25,4.19,40.0,El Dorado,,,5.0,,4
Leader,Robim Good Brewery,Lager - Pale,2021-10-29,3.292,19.0,,,,5.5,14.0,3
G.see Beam,XP Brew,IPA - Imperial / Double New England / Hazy,2020-10-30,4.06,40.0,,,,6.8,,4
So Much Caffeine: Dalat,Bierstaat,Stout - Coffee,2021-10-30,4.202,16.0,,,,6.8,,4
Холодное пламя,Brewlok,Stout - Milk / Sweet,2021-10-05,3.889,,,,,6.8,,4
Goodbye Summer,Odd Brew,IPA - New England / Hazy,2020-09-01,3.675,30.0,,,,6.2,,3
Bogeyman,Bierbank,Pumpkin / Yam Beer,2021-10-26,3.836,5.0,,,,6.0,,4
Spitfire Amber Kentish Ale,Shepherd Neame,Bitter - Session / Ordinary,,3.252,,,,,4.5,,3
Пир во время чумы,Alaska Brewery,Stout - Milk / Sweet,2021-05-22,3.709,,,,,6.8,,4
G.see Point,XP Brew,IPA - Imperial / Double New England / Hazy,2021-02-12,4.012,40.0,"Vic Secret,Galaxy",,,6.8,,4
Конфитюр,Brewlok,Sour - Fruited,2021-05-04,3.728,,,,"Black Currant,Raspberry",6.8,,3
G.see Match,XP Brew,IPA - Imperial / Double New England / Hazy,2021-03-15,3.98,40.0,,,,6.8,,4
Огни над Воронежем | Lights Over Voronezh,Brewlok,Stout - Milk / Sweet,2021-10-04,3.941,,,,,6.8,,4
Aura,Browar Cztery Ściany,Sour - Fruited,2022-10-01,3.806,,,,,4.6,,3
Dark Tasty,Taler,Lager - Dark,2021-10-22,3.462,10.0,,,,4.8,13.0,3
Carte Blanche,Sozhski Beer,Wheat Beer - Witbier / Blanche,2021-10-22,3.703,10.0,,,,5.2,,4
Epicentre,Jungle Brewery,IPA - New England / Hazy,2021-10-05,4.43,40.0,"Sabro,Nectaron",,,6.5,16.8,4
Black Hole,Valaduta,Stout - Oatmeal,2021-10-20,3.796,25.0,,,,6.0,,4
Saule,Valaduta,Wheat Beer - Hefeweizen,2020-05-14,4.049,5.0,,,,5.2,,4
Sabbath Pumpkin Sabbath,Sozhski Beer,Pumpkin / Yam Beer,2021-10-23,3.377,12.0,,,,6.9,,4
Lichamanka: Strata,Malanka,IPA - Imperial / Double,2021-10-01,4.214,70.0,Strata,Pilsner,,6.8,18.0,4
Highway,13 Litar,IPA - Imperial / Double,2021-10-06,4.021,70.0,"Citra,Enigma","Pale Ale,Pilsner",,6.8,19.0,4
Cave Robber,Selfmade Brewery,Spiced / Herbed Beer,2021-08-30,3.602,10.0,,,,6.8,,4
Aspiration Fever,Selfmade Brewery,IPA - New England / Hazy,2021-08-16,3.841,54.0,,,,6.8,,4
Похищение человеков инопланетянами,4BREWERS,IPA - White / Wheat,2016-10-23,3.882,67.0,"Citra,Chinook",,,6.8,,4
Summer End,13 Litar,Stout - Irish Dry,2021-08-26,4.016,25.0,"Perle,Ekuanot","Pilsner,Munich,Crystal,Biscuit,Special B,Roasted Barley",,6.0,14.5,4
Rush,Main Rule,IPA - New England / Hazy,2023-02-20,3.786,40.0,,,,6.2,,4
Stamp of Approval,Zagovor Brewery,IPA - Imperial / Double New England / Hazy,2019-08-18,4.136,40.0,Citra,,,6.8,18.5,4
Utsukushiki Hitobito No Uta,Coven Brewery,Sour - Fruited Gose,2021-04-22,4.01,,,,,6.9,,4
Smoothie Bomb,Atmosphere Brewery,Sour - Other,2021-07-16,3.671,,,,,5.7,,4
The Welder Mask,Selfmade Brewery,IPA - Imperial / Double,2021-08-16,3.83,52.0,"El Dorado,Chinook",,,6.8,,4
Bahna: Extra Peated,"Malanka,Jungle Brewery",Stout - Imperial / Double,2021-10-06,4.327,,,"Peated,Pilsner,Chocolate,Biscuit,Flaked Oats,Whisky,Munich,Roasted Barley",,6.8,31.0,4
HURT And VIRTUE,Coven Brewery,IPA - Sour,2019-07-12,3.804,,,,,6.0,,4
G. See Party,XP Brew,IPA - Imperial / Double New England / Hazy,2020-09-16,4.016,40.0,,,,6.8,,4
G.see Toy,XP Brew,IPA - New England / Hazy,2021-07-23,3.938,25.0,,,,5.0,,4
Jolly Roger,Green Street Brewery,Stout - Imperial / Double,2017-09-19,3.802,48.0,,,,6.8,23.0,4
Венскае,Прамень,Lager - Vienna,2021-10-05,3.561,16.0,,,,4.4,,2
Indian Summer,Bierbank,IPA - American,2020-10-08,3.983,55.0,"Simcoe,Mosaic",,,6.7,,2
Стратасфера,Прамень,Pale Ale - American,2021-09-26,3.712,35.0,"Mosaic,Strata",,,5.5,,4
Bruler Brune,Belgian Brew Factory,Brown Ale - Belgian,2021-03-13,3.585,,,,,6.8,,3
Slota: Cascade,Malanka,IPA - Belgian,2021-09-07,4.143,70.0,Cascade,Pilsner,,6.8,16.0,4
G.see Boost,XP Brew,IPA - Imperial / Double New England / Hazy,2020-03-10,4.005,40.0,"Citra,Idaho 7",,,6.8,,4
Ахтанум,Прамень,IPA - American,2021-09-18,3.502,40.0,Ahtanum,,,6.6,,4
Peanut Bastard,Selfmade Brewery,Stout - Other,2021-08-24,3.922,24.0,,,"Peanut,Vanilla,Caramel",6.8,,4
Актобэрфэст,Прамень,Festbier,2021-09-18,3.54,15.0,Mandarina Bavaria,,,6.0,,4
Cidre Royal With Cherry,Royal Fruit Garden,Cider - Other Fruit,2024-05-25,,,,,,5.0,,4
Local Action,Rewort Brewery,Stout - Imperial / Double,2020-01-10,3.979,37.0,,,"Coconut,Hazelnut",6.8,,4
Nutty Nut,Rewort Brewery,Porter - Other,2018-12-07,4.003,30.0,,,,6.9,19.8,4
Aloha,Bierstaat,Stout - Milk / Sweet,2022-05-23,4.004,16.0,BRU-1,,Lactose,6.5,,4
Backyard Boogie,Rewort Brewery,Sour - Fruited Gose,2021-08-10,3.996,,,,"Tomato,Pineapple",6.2,21.0,4
Salty Swing,Rewort Brewery,Sour - Fruited Gose,2020-11-24,4.029,11.0,,,"Passion fruit,Red Pepper",6.3,,4
Bird of Passion,Rewort Brewery,Sour - Fruited,2021-04-27,4.114,7.0,,,"Kiwi,Passion fruit",6.3,,4
Конёк-Горбунок / NEIPA,Jaws,IPA - New England / Hazy,2021-05-14,3.421,80.0,,,,6.8,,4
Ковёр задавал стиль всей комнате,Midnight Project,Stout - White / Golden,2021-09-16,4.001,15.0,,,,6.8,,4
IPA Fest,Robim Good Brewery,IPA - American,2021-09-20,3.689,40.0,,,,5.7,14.0,4
Sour Fest,Robim Good Brewery,Sour - Other,2021-09-20,3.96,3.0,,,,4.5,13.0,4
Trappistes Rochefort 10 (2021),Trappistes Rochefort,Belgian Quadrupel,2021-02-04,,27.0,,,,6.8,,4
Nevermont Magic Dust,Stamm Brewing,IPA - New England / Hazy,2017-10-18,4.079,50.0,,,,6.8,,4
Juice & Juice Blood Orange,Stamm Brewing,IPA - New England / Hazy,2018-03-11,4.028,,,,,6.0,,4
Dame De Cœur,"Midnight Project,Sever Meadery",Mead - Melomel,2021-08-13,4.362,,,,"Blueberry,Black Currant,Chokeberry",6.8,,5
Отметы Сути Вещей,Chibis Brewery,IPA - New England / Hazy,2021-09-13,3.053,,,,,6.9,,3
Довга,Hophead Brewery,Sour - Traditional Gose,2020-08-01,3.898,5.0,,,,6.5,,4
Томатка,Hophead Brewery,Sour - Traditional Gose,2021-08-04,3.879,5.0,,,,6.0,,4
Straffe Hendrik Brugs Tripel Bier Wild (2021),Brouwerij De Halve Maan,Belgian Tripel,2021-04-09,3.368,,,,,6.8,,4
Sweet Fat Kiss,Mad Frog Brewery,IPA - Triple,2021-07-31,4.165,66.0,,,,6.8,,4
Real Cool Mango,Valdsam Bjorn Brewery,IPA - American,2021-09-22,3.686,40.0,,,Mango,6.1,,4
Malum Granatum,Valdsam Bjorn Brewery,IPA - American,2021-09-22,3.93,20.0,,,Pomegranate,5.8,,4
Straffe Hendrik Brugs Quadrupel Bier 11°,Brouwerij De Halve Maan,Belgian Quadrupel,,3.888,35.0,,,,6.8,,4
Hedgehog In the Fog. Idaho Gem,Hops Brewery,IPA - New England / Hazy,2021-09-14,3.885,25.0,Idaho Gem,,,6.6,,4
Pulse. Raspberry Banana,Hops Brewery,Sour - Fruited,2021-09-07,4.287,,,,"Raspberry,Banana",6.0,,4
Cashmere,13 Litar,IPA - American,2021-06-17,3.861,40.0,Cashmere,Pilsner,,5.9,15.0,4
Brown Buckwheat APA,Столбцовский бровар,Pale Ale - American,2021-07-21,3.512,40.0,"Citra,Centennial",,,6.9,17.0,4
#7,Sozhski Beer,Stout - Milk / Sweet,2021-05-05,3.901,16.0,,,,6.9,,4
Your Quintuple Symbiote Juice,Midnight Project,Sour - Fruited,2021-07-23,4.276,10.0,,,,6.8,,5
Milkshake APA,Волковская пивоварня,Pale Ale - Milkshake,2020-07-25,3.367,,,,,5.0,,3
Foggy Misty Vague,Dieta,IPA - New England / Hazy,2021-09-10,4.062,,,,,6.8,,4
Dust Storm,Jungle Brewery,IPA - New England / Hazy,2021-08-26,4.347,40.0,"Sabro,Strata,Medusa",,,6.8,16.5,4
Busy Signal,Jungle Brewery,IPA - American,2021-09-06,4.286,60.0,"Warrior,Mosaic,Simcoe",,,6.6,14.7,4
FFFiga Tonka!,"AF Brew,FFF Brew",Sour - Fruited,2021-07-23,4.234,,,,"Raspberry,Blueberry,Tonka Beans",6.0,,4
Breeze,Chibis Brewery,IPA - Imperial / Double New England / Hazy,2018-10-24,3.852,30.0,,,,6.8,,3
Cidre Royal Apple Cidre Demi-Sweet,Royal Fruit Garden,Cider - Sweet,2013-07-06,3.366,,,,,5.0,,4
Castra Regina,"Red Rocket Brewery,Plague Brew",Roggenbier,2021-04-06,3.867,30.0,,,,6.8,,4
Вишня в дубе,Трёхсосенский,Fruit Beer,2019-08-07,3.056,,,,,5.0,,3
Avenue,Robim Good Brewery,Pale Ale - American,2021-08-25,3.661,26.0,Idaho 7,,,5.2,13.0,2
Populism Zappa Edition,Jaws,IPA - New England / Hazy,2020-07-03,3.785,20.0,Zappa,,,6.5,,2
Red Widow,Jaws,Belgian Strong Dark Ale,2020-01-21,3.919,,,,,6.8,,4
Emergency Exit,4BREWERS,IPA - Quadruple,2021-02-15,4.026,100.0,,,,6.8,,4
Here Comes the Hops!,Brewlok,IPA - Imperial / Double New England / Hazy,2021-08-26,3.745,,"Citra,Sabro,HBC630",,,6.8,,4
Chester's Original Apple Sweet,Chester's,Cider - Sweet,2015-08-22,3.377,,,,,5.5,,3
Макиавелли / Machiavelli,Alaska Brewery,Stout - Imperial / Double,2021-08-26,3.442,,,,,6.8,,2
Wasteland Radio,Selfmade Brewery,IPA - Imperial / Double New England / Hazy,2021-08-03,3.84,51.0,"Ekuanot,Amarillo,Idaho 7",,,6.8,,4
Jazz Up,Bierstaat,IPA - American,2021-09-07,3.664,35.0,"Talus,Citra",,,6.5,,4
Black Vector,Jungle Brewery,Stout - Other,2021-08-20,4.017,25.0,,,Tonka Beans,5.9,14.8,4
Chronicle,13 Litar,IPA - Session,2021-07-07,3.393,35.0,Ekuanot,"Pilsner,Wheat",,4.8,12.0,3
Fire Hazard,Selfmade Brewery,Sour - Other,2021-08-23,4.07,10.0,,,,6.2,,4
Домашнее,Варница,Lager - Euro Pale,2015-08-15,2.5,,,,,4.3,,2
Chester's Original Apple Semi Dry,Chester's,Cider - Dry,2015-08-30,3.28,,,,,5.5,,4
