name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Mindaug,Carousel Brewery,Porter - Baltic,2020-11-27,3.964,29.0,,,,6.8,,4
Pilsner,1516 Pub & Brewery,Pilsner - Other,2013-07-25,3.612,28.0,,,,4.8,,3
Muson: Fiejchoa i huava,Malanka,Sour - Fruited,2020-11-26,4.204,,,"Pilsner,Flaked Wheat","Feijoa,Guava",5.0,11.0,4
Хваля,Прамень,Pale Ale - American,2020-11-23,3.539,28.0,"Centennial,Ekuanot",,,5.6,,4
City Lights,Verden Brewery,Pale Ale - American,2020-11-19,3.885,35.0,Simcoe,,,5.0,,4
Xocolatl Tlamanalistli,Rock’n’Beer,Stout - Imperial / Double,2020-06-23,4.002,,,,"Cocoa,Chili",6.8,,4
Most Distant Lights,Zagovor Brewery,IPA - Imperial / Double New England / Hazy,2019-11-14,4.106,45.0,"Nelson Sauvin,Motueka,Kohatu,Citra",,,6.8,18.0,4
Sunset Cafe,Wild Lab,Sour - Fruited,2020-10-09,3.805,,,,"Strawberry,Tangerine,Blackberry",6.0,,4
Dark Memories,13 Litar,IPA - Black / Cascadian Dark Ale,2020-11-19,3.915,45.0,"Ekuanot,Galaxy,Cascade","Pale Ale,Pilsner,Vienna,Carafa",,6.5,15.5,4
High Kick,Green Street Brewery,IPA - Triple,2017-05-01,3.73,110.0,,,,6.8,,4
Spark Joy,Mikkeller,IPA - New England / Hazy,2019-11-16,3.709,,"Citra,Idaho 7",,,6.8,,4
Decontrol,Zagovor Brewery,Porter - Imperial / Double,2018-02-05,4.216,35.0,,,"Lactose,Coconut,Chocolate,Almonds",6.8,,4
Mango Temptation,Hops Brewery,IPA - Milkshake,2020-11-12,4.099,25.0,"Sabro,Citra",,Mango,6.8,,4
I Remember My First Check-In,AF Brew,Sour - Fruited,2020-10-17,3.654,,,,,5.0,,4
Optimism,Mad Frog Brewery,IPA - Milkshake,2020-11-04,3.803,30.0,,,"Lemon Zest,Lemon",6.2,,4
Healthy Pill For Sunday Walkers,Mad Frog Brewery,Sour - Fruited,2020-11-04,4.168,,,,"Ginger,Cranberry",5.8,,4
Truth & Rights,Jungle Brewery,IPA - New England / Hazy,2020-11-12,4.123,40.0,"Citra,Mosaic,Galaxy",,,6.8,,4
Hot Rod Gasoline,Mad Frog Brewery,Stout - American,2020-11-12,4.154,35.0,,,,6.1,,4
Mosaic Psychopathy,Punchiller,IPA - Imperial / Double,2020-11-05,4.178,116.0,Mosaic,,,6.8,,4
Burg Premium German Lager,Darguner Brauerei,Lager - Euro Pale,,2.794,,,,,5.0,,3
BraufactuM Yakeros,Radeberger,IPA - American,2016-11-04,3.538,65.0,,,,6.5,,4
Slim Line,Dieta,Stout - Imperial / Double,2020-08-26,4.194,,,,"Cinnamon,Vanilla",6.8,,4
What Is Sabro?,13 Litar,IPA - Imperial / Double,2020-10-29,4.214,70.0,Sabro,"Pale Ale,Vienna",,6.8,18.5,4
Citra One Love,Jungle Brewery,IPA - Session,2019-03-21,4.113,40.0,Citra,,,5.0,12.9,4
Rei De La Coco,Valaduta,Stout - Other,2020-11-05,4.236,20.0,,,"Coconut,Prune",6.0,18.0,4
Workout,13 Litar,Porter - English,2020-11-04,3.931,,"Lumberjack,Cascade,Saaz","Pilsner,Munich,Crystal,Red Ale,Roasted Barley,Abbey",,5.5,14.0,4
Smuha: Nelson Sauvin,Malanka,IPA - Imperial / Double New England / Hazy,2020-10-31,4.335,,Nelson Sauvin,"Pilsner,Flaked Oats,Flaked Wheat,Wheat",,6.8,18.7,4
Voices In My Head,Valaduta,IPA - American,2020-11-02,4.177,40.0,"Amarillo,Simcoe",,,6.0,16.0,4
Strike,Bierstaat,Stout - Milk / Sweet,2020-11-02,4.194,29.0,,,Lactose,6.9,,4
Dark Island,13 Litar,Brown Ale - English,2020-10-22,3.758,25.0,,,,5.1,,4
Irish Ale (Ирландский Эль),Bulgarpivo (Булгарпиво),Red Ale - Irish,2016-12-12,,,,,,6.0,,3
Halaklin: Abliapicha,Malanka,Sour - Fruited Gose,2020-10-16,4.08,,,"Pilsner,Flaked Wheat",Sea buckthorn,4.5,12.0,4
Jownik,"Lux in Tenebris,Midnight Project",Scotch Ale / Wee Heavy,2020-10-22,3.841,,,,"Hazelnut,Maple Syrup",6.8,19.0,4
Imperial Russian Stout (2016),Stone Brewing,Stout - Russian Imperial,2016-03-25,,65.0,,,,6.8,,4
Honky Tonk,Valaduta,Pale Ale - American,2020-10-23,4.04,25.0,"Mosaic,Simcoe",,,5.5,,4
Zlydzen,"Midnight Project,Lux in Tenebris",Scotch Ale / Wee Heavy,2020-10-22,3.944,,,,"Almonds,Coconut",6.8,19.0,4
Рэха,Прамень,Mead - Traditional,2020-10-22,3.765,,,,,5.0,,4
Autumn Insomnia,Bierstaat,IPA - American,2020-10-09,3.908,45.0,"Azacca,Ekuanot",,,6.7,,4
Грай,Хатні Бровар,IPA - Imperial / Double,2020-10-19,3.595,60.0,"Mosaic,Citra,Cashmere","Pale Ale,Vienna",,6.8,,4
Puzzle,13 Litar,Pale Ale - American,2020-10-15,3.766,30.0,Mosaic,"Pale Ale,Pilsner",,5.0,,4
Praga Dark Lager,Praga,Lager - Euro Dark,2012-06-15,3.366,,,,,4.5,,3
Juicy Bliss,Hops Brewery,IPA - New England / Hazy,2020-09-21,3.72,20.0,"Sabro,Citra,Idaho Gem",,,6.7,,4
Hop Headshot: Sabro,Midnight Project,IPA - Triple,2020-10-15,4.242,111.0,Sabro,,,6.8,,4
My Three Hops,Stamm Brewing,IPA - Imperial / Double New England / Hazy,2019-08-09,4.137,,,,,6.8,20.0,4
Witness the Fitness,Dieta,Stout - Imperial / Double,2020-08-07,4.137,,,,,6.8,,4
Пшеничное Пряное,Hops Brewery,Wheat Beer - Witbier / Blanche,2019-02-15,3.616,15.0,,,,5.0,,3
Smoke On the Water,Ципа,Sour - Other,2020-11-25,3.868,4.0,,,,4.0,,4
Celestial Breakdown,Rewort Brewery,IPA - Imperial / Double New England / Hazy,2020-09-09,3.738,41.0,,,,6.8,,4
Idle Times,Zagovor Brewery,Sour - Traditional Gose,2017-08-27,3.862,7.0,,,,5.0,11.0,4
Krombacher Dark,Krombacher,Schwarzbier,,3.438,,,,,4.7,,4
Koronet Porter,Лідскае піва,Porter - Other,2020-09-30,2.937,17.0,,,,5.2,,3
Koronet Stout Original,Лідскае піва,Stout - Other,2018-06-11,3.108,12.0,"East Kent Golding,Fuggle","Pilsner,Black,Roasted Barley",,4.2,10.0,3
Neverland,13 Litar,IPA - American,2020-10-01,3.807,50.0,"Amarillo,Mosaic","Pale Ale,Vienna",,6.5,,4
Krombacher Weizen,Krombacher,Wheat Beer - Hefeweizen,,3.456,16.0,,,,5.3,,4
Königsbacher Weizen,Karlsberg Brauerei,Wheat Beer - Hefeweizen,2020-06-13,3.162,,,,,5.1,,3
Young Days,Jungle Brewery,IPA - American,2020-10-08,4.184,55.0,"Columbus,Chinook,Simcoe,Amarillo,Citra,Mosaic",,,6.2,14.0,4
Daily Walks,Blood Brothers Brewery,Red Ale - American Amber / Red,2020-10-08,3.815,30.0,,,,5.5,,4
Pavaloka: Sabro,Malanka,IPA - Triple New England / Hazy,2020-06-04,4.401,,Sabro,"Pilsner,Flaked Oats",,6.8,21.5,4
Writings On the Wall,Valaduta,Porter - English,2020-10-01,4.287,30.0,"Fuggle,Golding",,,6.8,,4
Купалінка,Хатні Бровар,IPA - American,2020-10-01,3.403,50.0,"Mosaic,Simcoe",Pale Ale,,6.7,,4
Навальніца,Прамень,Rye Beer,2020-10-05,3.621,20.0,,,,4.5,,4
Zero Tolerance,"Jungle Brewery,Malanka",Stout - Imperial / Double,2020-10-02,4.322,35.0,,,,6.8,28.0,4
Dym: Alyča,Malanka,Historical Beer - Lichtenhainer,2020-10-06,4.036,,,"Pilsner,Whisky,Flaked Wheat",Cherry Plum,4.3,9.0,4
Propaganda,Bierstaat,Wheat Beer - Hefeweizen,2020-09-09,3.715,12.0,,,,4.3,,4
Бэрримор,Plan B Brewery,Stout - Oatmeal,2015-03-21,3.739,,,,,6.5,,4
Summer Goes On,13 Litar,Wheat Beer - American Pale Wheat,2020-09-24,3.85,30.0,"Amarillo,Cascade","Pale Ale,Wheat",,4.8,12.0,4
Night Brunch,Big Village Brewery,Stout - Milk / Sweet,2020-08-07,4.054,30.0,,,"Lactose,Cocoa,Coffee",6.8,,4
Overdub,Jungle Brewery,IPA - Imperial / Double,2019-09-17,4.208,80.0,"Simcoe,Centennial,Citra,Mosaic,Amarillo",,,6.8,19.0,4
Tropical Explosion,Hops Brewery,IPA - Milkshake,2020-08-19,4.055,35.0,Idaho Gem,,"Mango,Passion fruit,Pineapple",6.0,,4
No Matter,13 Litar,Stout - Milk / Sweet,2020-09-15,4.045,,"Perle,East Kent Golding","Pilsner,Vienna,Munich,Chocolate,Roasted Barley",Lactose,5.7,,4
Oktoberfest,AV Brewery,Festbier,2018-10-02,2.75,,"Magnum,Hallertau Blanc",,,5.7,14.0,4
One Day You Will No Longer Be Loved,Jungle Brewery,Porter - Other,2020-09-01,3.815,20.0,,,"Lactose,Cherry Juice,Cocoa",6.0,,4
Hofbräu Oktoberfestbier,Hofbräuhaus München,Festbier,1990-01-01,3.604,26.0,,,,6.3,,4
Omen,Elysian Brewing Company,Stout - Other,2012-10-21,3.67,45.0,,,,6.8,,4
Nut Butter,Gletcher,Brown Ale - English,2018-07-13,3.778,,,,,5.5,,4
Wild Grapefruit,Hops Brewery,Fruit Beer,2020-08-11,3.68,10.0,"Cascade,Citra",,"Coriander,Grapefruit",5.0,,4
Changes!,Bierbank,IPA - Other,2020-09-01,3.949,55.0,"Galaxy,Mosaic,Citra",,,6.7,,4
BundesPils,Друзья,Pilsner - German,2020-06-01,3.402,10.0,,,,4.0,,3
CRYO IPA,Copper Head,IPA - New England / Hazy,2021-06-25,3.936,40.0,,,,6.1,,4
Smooth Talker,Hops Brewery,IPA - Imperial / Double,2020-07-30,4.116,40.0,,,,6.8,,4
Cuzco,Robim Good Brewery,Lager - IPL (India Pale Lager),2020-07-27,3.664,20.0,"Citra,Amarillo",,,5.6,,4
Party People,Hops Brewery,IPA - Imperial / Double Black,2020-09-03,3.968,55.0,,,,6.8,,4
Česká Pravda,Полоцкое пиво,Lager - Euro Pale,2017-09-03,2.57,,,,,4.7,,3
No Speed Limit,Rewort Brewery,IPA - Imperial / Double New England / Hazy,2020-04-08,3.834,37.0,"Mosaic,HBC472",,,6.8,,4
Black Magic,AF Brew,Porter - American,2013-09-28,3.702,41.0,"Willamette,Warrior,Bravo",,,5.8,14.8,4
Algorithm Coconut,Zagovor Brewery,Stout - Imperial / Double,2019-05-06,4.082,50.0,,,,6.8,32.0,4
Sychodź,"Punchiller,Midnight Project",IPA - Sour,2020-08-20,4.027,,,,Passion fruit,6.8,,4
Straffe Hendrik Brugs Tripel Bier 9°,Brouwerij De Halve Maan,Belgian Tripel,,3.757,35.0,,,,6.8,,4
Hop Headshot: Simcoe,Midnight Project,IPA - Triple,2020-07-23,4.186,111.0,Simcoe,,,6.8,,4
Triple Red IPA,Salden’s Brewery,IPA - Triple,2016-11-02,3.962,200.0,,,,6.8,,4
Mroiva: HBC 472,Malanka,Pale Ale - New England / Hazy,2020-08-14,4.176,,HBC472,"Pilsner,Flaked Oats",,3.8,13.0,4
Podkováň Karamel 10°,Podkováň,Lager - Dark,2012-12-19,3.077,,,,,4.0,,3
Steininger Schwarzbier,Frankenthaler Brauhaus,Schwarzbier,2014-10-21,2.866,,,,,4.9,,3
Weekend Warrior,Jungle Brewery,IPA - Imperial / Double,2020-07-30,4.244,90.0,"Warrior,Mosaic,Centennial,Cascade",,,6.8,19.1,4
Insane In the Grain Wheat & Citra IPA,To Øl,IPA - American,2019-02-22,3.775,,Citra,,,6.8,,4
Бобров IPL,Бабруйскі бровар,Lager - IPL (India Pale Lager),2020-07-08,3.094,30.0,,,,4.5,,2
Kava: Brazil Da Lagoa,Malanka,Stout - Imperial / Double Coffee,2020-07-31,4.437,15.0,Citra,"Pilsner,Chocolate,Crystal,Roasted Barley,Special B",Coffee,6.8,26.0,4
Mania,Bierstaat,Porter - American,2020-08-05,3.891,30.0,,,Cocoa,6.6,,4
Königsbacher Schwarzbier,Karlsberg Brauerei,Schwarzbier,2018-02-26,2.966,,,,,4.7,,3
Bahna,"Malanka,Jungle Brewery",Stout - Imperial / Double,2020-06-30,4.492,,Nugget,"Whisky,Cafe,Chocolate,Crystal,Special B,Roasted Barley",,6.8,24.5,4
Līvu Pilzenes,Līvu Alus,Pilsner - Other,2011-01-04,2.495,,,,,4.4,,3
Grolsch Premium Lager,Koninklijke Grolsch,Pilsner - Other,,3.259,,"Saaz,Hallertau",,,5.0,,4
Липецкое Нефильтрованное,Липецкпиво,Kellerbier / Zwickelbier,2020-05-21,2.339,,,,,4.0,,2
Night Dreams,Valaduta,Bock - Weizenbock,2020-06-30,4.178,25.0,,,,6.3,,4
Day Dreams,Valaduta,Bock - Weizenbock,2020-06-30,4.144,25.0,,,,6.6,,4
Мюнхенское Нефильтрованное,Солнечный,Lager - Pale,2019-06-26,2.382,,,,,4.7,,3
Blanche De Fleur,Gletcher,Wheat Beer - Witbier / Blanche,2014-02-01,3.253,12.0,,,,4.0,,3
Berliner Geschichte Hefeweizen,Privatbrauerei Eibau i. Sa. GmbH,Wheat Beer - Hefeweizen,,3.31,12.0,,,,5.2,12.0,3
Altmüller Blanche,Полтавпиво,Wheat Beer - Witbier / Blanche,2017-10-19,3.042,,,,,5.1,,3
Acid Toad,"Jungle Brewery,Mad Frog Brewery",Sour - Fruited,2020-06-26,4.253,10.0,,,"Lemon,Mint,Lactose",6.0,16.0,4
So Much Caffeine,Bierstaat,Stout - Coffee,2020-06-19,4.188,17.0,,,Coffee,5.5,,4
Kriek,Belle-Vue,Lambic - Kriek,,3.204,10.0,,,,5.1,,3
Dunkel,Augustiner-Bräu München,Lager - Munich Dunkel,2011-03-06,3.603,,,,,5.6,,4
Van Halen,Rock-n-Rolla’s,Stout - American,2020-06-18,4.11,50.0,"Columbus,Calista",,,6.8,17.0,4
No Way Back,Jungle Brewery,Pale Ale - American,2020-06-19,4.035,40.0,Idaho Gem,,,5.0,12.4,4
Wittekerke,Brouwerij De Brabandere,Wheat Beer - Witbier / Blanche,,3.462,11.0,,,,5.0,,4
Wheatness,13 Litar,IPA - White / Wheat,2020-06-18,3.678,45.0,"Dr Rudi,Mosaic,El Dorado","Pale Ale,Wheat",,6.4,15.5,4
Disco Peach,Hops Brewery,Wheat Beer - Witbier / Blanche,2020-06-12,3.686,15.0,,,Peach,5.0,,4
Karol Jan White Hope,Аліварыя,Wheat Beer - Other,2020-06-09,3.255,,,,Blackthorn,4.9,,4
Dym: Višnia,Malanka,Historical Beer - Lichtenhainer,2020-06-17,4.305,,,"Smoked,Peated,Flaked Wheat",Cherry,5.5,11.0,4
Disco Cherry,Hops Brewery,Wheat Beer - Witbier / Blanche,2020-06-12,3.539,15.0,,,Cherry,5.0,,4
Baltic Breeze,13 Litar,Porter - Baltic,2019-01-17,4.254,20.0,,,,6.8,20.5,4
Navaĺnica: pšaničnaje vino z hibiscusam,Malanka,Wheat Beer - Wheat Wine,2020-06-12,4.129,30.0,Nugget,"Wheat,Pilsner",Hibiscus,6.8,26.0,4
Orange Twister,Hops Brewery,Fruit Beer,2020-05-12,3.665,10.0,,,Orange,4.8,,4
Destroy Oh Boy,Jungle Brewery,IPA - Imperial / Double,2020-06-11,4.242,90.0,"Warrior,Southern Dawn,Southern Passion",,,6.8,,4
Low Pressure,Alcatraz_brewery,Sour - Traditional Gose,2021-03-02,3.659,10.0,,,,6.5,,4
X-Files,Hops Brewery,Lager - IPL (India Pale Lager),2020-05-28,3.823,30.0,,,,5.0,,4
Erfurter Hefeweizen,Privatbrauerei Eibau i. Sa. GmbH,Wheat Beer - Hefeweizen,2019-02-09,3.148,,,,,5.0,,2
Shut Up And Hold On,Valaduta,IPA - Triple,2020-05-28,4.319,50.0,"Simcoe,Ekuanot,Mosaic",,,6.8,,4
Beat It,Valaduta,Bitter - Extra Special / Strong (ESB),2020-05-12,4.061,40.0,"Fuggle,East Kent Golding",,,5.8,,4
The Kraken,Valaduta,Porter - Baltic,2020-05-21,4.231,35.0,,,,6.8,,4
Semisweet,13 Litar,Stout - Other,2020-05-21,4.069,20.0,East Kent Golding,"Munich,Pilsner,Vienna,Chocolate,Special W",,6.5,17.0,4
Reflection,Magic Mess,Sour - Smoothie / Pastry,2023-10-30,4.137,,,,,5.0,,4
Weissbier,Augustiner-Bräu München,Wheat Beer - Hefeweizen,2011-01-02,3.67,14.0,,,,5.4,,4
Balance,"Selfmade Brewery,Ontap Brewery",IPA - American,2023-04-26,3.994,50.0,,,,6.3,,3
Schwarzbier,Einsiedler,Schwarzbier,2012-06-03,3.446,25.0,,,,5.0,,4
Mangoose Punch,Hops Brewery,IPA - American,2020-05-22,4.046,30.0,"Citra,Galaxy",,Mango,6.4,,4
Spitfire Amber Kentish Ale,Shepherd Neame,Bitter - Session / Ordinary,,3.252,,,,,4.5,,4
Pitbull,Hops Brewery,Pale Ale - American,2020-05-12,3.729,30.0,,,,5.2,,4
Into the Deep,13 Litar,IPA - Imperial / Double,2020-05-14,4.164,60.0,"Dr Rudi,Mosaic,El Dorado",,,6.8,19.5,4
Saule,Valaduta,Wheat Beer - Hefeweizen,2020-05-14,4.049,5.0,,,,5.2,,4
Don't Vote,Rewort Brewery,Stout - Russian Imperial,2020-04-09,3.933,36.0,,,Tonka Beans,6.8,,4
Vote,Rewort Brewery,Stout - Russian Imperial,2020-04-09,3.782,36.0,,,Cocoa,6.8,,4
Memminger Lager Schwarz,Memminger Brauerei,Schwarzbier,2011-01-16,3.257,,,,,5.2,,3
Tucher Helles Hefe Weizen,Tucher Bräu,Wheat Beer - Hefeweizen,,3.585,13.0,,,,5.3,,4
Spring Time,Hops Brewery,IPA - American,2020-04-24,3.908,40.0,,,,6.0,,4
Quarantine IPA,Хатні Бровар,IPA - New England / Hazy,2020-04-09,3.838,40.0,"Mosaic,Amarillo",,,6.0,,4
Your Quadruple Sour Passion Juice,Midnight Project,Sour - Fruited,2018-08-23,4.249,15.0,,,,6.8,,4
Back'n'Black,Волковская пивоварня,Stout - Milk / Sweet,2019-01-23,3.394,35.0,,,,6.9,,3
Ронсе,Brauning Bier,Wheat Beer - Dunkelweizen,2019-11-22,3.309,,,,,5.0,13.0,3
Istota,Jungle Brewery,Sour - Fruited,2020-05-08,4.28,11.0,,,"Lactose,Raspberry,Blueberry,Black Currant",6.0,,4
Пятница,Alaska Brewery,Sour - Fruited,2022-07-08,4.153,,,,"Watermelon,Kiwi,Apple",5.5,,2
Pale Blue Dot,4BREWERS,IPA - Imperial / Double,2016-10-11,3.885,101.0,"Citra,Summit,Columbus",,,6.8,19.5,4
Vilniaus Nefiltruotas Šviesusis,Vilniaus Alus,Kellerbier / Zwickelbier,2013-11-22,3.257,,,,,5.2,,3
Radvilaitės Kaprizas,Biržų Alus,Spiced / Herbed Beer,2016-08-15,3.173,,,,,5.6,,4
Tamsusis,Vilkmerges Alus,Dark Ale,2013-01-23,3.318,14.0,,,,5.8,,4
Podcast,Bierstaat,Stout - Milk / Sweet,2020-04-28,4.059,15.0,,,"Lactose,Cocoa",6.5,,4
Senojo Vilniaus Kvietinis,Vilniaus Alus,Wheat Beer - Hefeweizen,2014-03-20,3.323,11.0,,,,5.0,,3
Kurpfalzbräu Kellerbier,Welde Braumanufaktur,Kellerbier / Zwickelbier,2018-05-07,3.398,,,,,4.8,,4
Bishops Finger,Shepherd Neame,Bitter - Extra Special / Strong (ESB),,3.33,,,,,5.2,,3
Mangoliers,Zagovor Brewery,Sour - Other,2016-09-26,4.013,11.0,,,,6.0,14.0,4
Imža: Malina i ažyna,Malanka,Sour - Berliner Weisse,2020-04-21,4.239,,,"Pilsner,Flaked Wheat","Raspberry,Blackberry,Rosemary",3.0,8.0,4
Monkey IPA,Taler,IPA - American,2020-04-23,3.475,65.0,"Centennial,Citra,El Dorado",,,6.4,14.0,4
Vamberg Černé,Konrad,Lager - Dark,2020-04-13,3.23,,,,,4.4,,4
Against Milk! Pineapple Spies,Zagovor Brewery,IPA - American,2017-12-12,3.951,50.0,"El Dorado,Citra",,"Pineapple,Lactose",6.8,,4
The Лагер,Hops Brewery,Lager - Euro Pale,2019-08-29,3.287,15.0,,,,4.5,12.0,3
Drunk Screen,Rewort Brewery,Stout - Imperial / Double Milk,2020-04-08,3.887,21.0,,,,6.8,,4
Psychosis,Bierstaat,Porter - American,2020-04-18,4.107,25.0,,,,6.8,,4
Gubernatorius,Gubernija,Mild - Other,2015-07-22,3.152,,,,,5.3,,4
Liquid Smoke,13 Litar,Rauchbier,2020-04-23,4.029,,"Lumberjack,Perle,Saaz","Smoked,Vienna,Caramunich",,6.0,14.0,4
Kaltenberg Royal Lager Unfiltered,Крыніца,Kellerbier / Zwickelbier,2018-04-23,2.8,20.0,,,,5.0,11.5,3
Iron Woods Milk Stout,Gletcher,Stout - Milk / Sweet,2020-02-25,3.599,15.0,,,,5.5,,4
Apostel Weissbier Hell,Privatbrauerei Eichbaum,Wheat Beer - Hefeweizen,2017-04-20,3.189,,,,,5.3,,3
Kurpfalzbräu Ur-Weizen,Welde Braumanufaktur,Wheat Beer - Hefeweizen,2019-04-13,3.736,,,,,5.0,,4
#StayMadFrog,Carousel Brewery,Pale Ale - American,2020-04-16,3.912,40.0,,,,5.5,,4
MCBF,Valaduta,Stout - Coffee,2020-04-15,4.111,25.0,,,,5.0,,4
Side Braking Drift,Rewort Brewery,Stout - Imperial / Double,2020-04-08,3.77,21.0,,,,6.8,,4
Silent Kill,Jungle Brewery,IPA - Imperial / Double,2020-03-06,4.139,100.0,"Centennial,Mosaic,Idaho Gem,Idaho 7",,,6.8,19.7,4
Mango Mantra,Jungle Brewery,Sour - Fruited,2020-03-11,4.18,14.0,,,"Mango,Lactose",6.2,17.0,4
Mild Ale,Kvadrat,Mild - Other,2023-11-01,2.895,,,,,4.5,,3
Приятель Белое-Weiss,Липецкпиво,Wheat Beer - Witbier / Blanche,2016-12-17,2.371,14.0,,,,4.0,,2
Dark,Primátor,Lager - Dark,,3.266,21.0,,,,4.5,,3
#stayhome,Bierstaat,IPA - New England / Hazy,2020-04-03,4.01,40.0,"Amarillo,Simcoe,Idaho 7",,,6.5,,4
Tropical Portal,Balance Brewery,Sour - Fruited Gose,2020-04-03,3.988,10.0,,,"Guava,Passion fruit",5.5,,4
Grevensteiner Original Naturtrübes Landbier,Brauerei Veltins,Kellerbier / Zwickelbier,2013-12-23,3.423,23.0,,,,5.2,,4
Gubernija Royal Baltic Porter,Gubernija,Porter - Baltic,2019-09-05,2.774,,,,,6.4,,3
Velvet Brown Ale,Gubernija,Brown Ale - Other,2019-09-06,3.082,,,,,5.9,,3
Hermeticism,13 Litar,Belgian Strong Dark Ale,2020-04-02,4.213,25.0,"Centennial,Cascade,Saaz","Pale Ale,Munich,Vienna,Special X,Abbey",,6.8,23.5,4
Slodyč,Malanka,Stout - Imperial / Double Milk,2020-03-31,4.396,25.0,Columbus,"Pilsner,Biscuit,Chocolate,Abbey,Aroma,Special B,Roasted Barley",Lactose,6.8,31.0,4
Fishermans Morning,Jungle Brewery,Porter - Baltic,2020-04-02,4.139,37.0,,,,6.8,21.5,4
Funk,Valaduta,Pale Ale - American,2020-03-26,4.067,25.0,"Mosaic,Simcoe",,,5.0,,4
Vietraź,Malanka,Wheat Beer - Witbier / Blanche,2020-03-28,4.087,15.0,Columbus,"Pilsner,Flaked Wheat","Lemon,Cardamom",5.6,12.0,4
Замковое Бауэр,Табак-инвест,Wheat Beer - Hefeweizen,2014-12-10,3.175,,,,,4.7,,2
Density,13 Litar,Porter - Other,2020-03-25,4.283,20.0,,,,6.8,,4
DayWalker,Hops Brewery,IPA - Black / Cascadian Dark Ale,2020-03-24,3.933,45.0,"Warrior,Cascade,Citra,Mosaic",,,6.6,,4
Turbo Attack,Jungle Brewery,IPA - New England / Hazy,2020-03-19,4.131,35.0,"Enigma,Citra,Zappa",,,6.8,,4
Warp Drive,Valaduta,IPA - New England / Hazy,2020-03-19,4.045,30.0,"Ekuanot,Cascade",,,5.8,,4
Algorithm: Maple + Caramel,Zagovor Brewery,Stout - Imperial / Double Milk,2019-06-03,4.157,25.0,,,,6.8,31.0,4
Dark Spin: Caramel,Carousel Brewery,Porter - Other,2020-03-21,4.215,10.0,,,"Lactose,Caramel",6.8,29.0,4
Bergschlösschen Valonijos Blanc,Kalnapilio-Tauro,Wheat Beer - Witbier / Blanche,2017-02-24,3.233,13.0,,,,4.7,,4
Smuha: Ekuanot,Malanka,IPA - Imperial / Double New England / Hazy,2020-03-16,4.303,30.0,Ekuanot,"Pilsner,Flaked Oats,Flaked Rye",,6.8,19.0,4
Funkyourself,Jungle Brewery,Porter - Other,2020-03-11,4.104,20.0,,,"Lactose,Tonka Beans",5.8,20.0,4
Blindos Ekstra,Švyturys,Lager - Euro Pale,2015-02-01,2.702,,,,,5.0,,3
Crystal,Mad Frog Brewery,Pale Ale - American,2020-03-12,4.124,35.0,Crystal,,,5.5,,4
Kvietinis,Vilkmerges Alus,Wheat Beer - Witbier / Blanche,2012-11-01,3.305,15.0,,,,5.0,,4
Don't Lick the Toad,Mad Frog Brewery,Sour - Other,2018-09-22,4.022,10.0,,,,5.3,,4
Dark Ages,13 Litar,Dark Ale,2020-03-12,3.625,22.0,Bramling Cross,,,4.9,,4
DAB Wheat Beer,Dortmunder Actien-Brauerei,Wheat Beer - Hefeweizen,2016-10-16,3.245,,,,,4.8,,2
Ichiban (Ichiban Shibori) (一番搾り),Kirin Brewery Company,Lager - Pale,2010-08-21,3.152,18.0,,,,5.0,,3
Kaltenberg Pils,Крыніца,Pilsner - German,2006-01-01,2.961,,,,,4.5,11.4,3
Home Punk & Margherita,Mad Frog Brewery,Sour - Traditional Gose,2020-02-28,4.234,,,,,5.4,,4
Infinity,Konix Brewery,Sour - Fruited,2024-06-26,3.563,10.0,,,,5.5,,4
Occult,Jungle Brewery,Sour - Fruited,2020-01-17,4.265,15.0,,,"Raspberry,Black Currant,Strawberry,Lactose",5.0,,4
Local Action,Rewort Brewery,Stout - Imperial / Double,2020-01-10,3.979,37.0,,,"Coconut,Hazelnut",6.8,,4
West Indies Porter,Guinness,Porter - Other,2014-09-04,3.567,50.0,,,,6.0,,4
IPA,13 Litar,IPA - American,2016-03-24,3.901,50.0,"Premiant,Simcoe,Kazbek,Jarrylo","Pale Ale,Pilsner,Munich,Caraaroma,Carared",,5.1,15.0,4
Noir De Brogelonne,Варница,Belgian Dubbel,2016-02-29,2.971,,,,,4.5,,4
Black Milk,GoldFish,Stout - Milk / Sweet,2016-11-19,3.664,24.0,,,,5.4,,4
Kalahari,13 Litar,Lager - IPL (India Pale Lager),2020-02-18,3.754,40.0,African Queen,Pilsner,,5.0,12.0,4
Battletoads,Mad Frog Brewery,IPA - Other,2019-03-28,3.946,60.0,"Galaxy,Ella,Vic Secret",,,5.8,14.0,4
Smoked Mood,Valaduta,Smoked Beer,2020-02-20,3.948,20.0,,,,5.5,,4
Coconut Space,Hops Brewery,Stout - White / Golden,2020-02-13,3.863,14.0,,,"Coconut,Tonka Beans,Lactose,Coffee",5.8,,4
Brownville,13 Litar,Brown Ale - American,2020-02-05,3.655,35.0,"Simcoe,Citra,Cascade","Pale Ale,Pilsner,Carafa",,5.1,12.0,4
Saint Lucipurr,Mad Frog Brewery,Stout - Imperial / Double,2020-02-14,4.328,42.0,,,"Cinnamon,Ceratonia siliqua beans",6.8,,4
Badness & Madness,Jungle Brewery,IPA - New England / Hazy,2020-01-30,4.125,35.0,"Idaho 7,Mosaic",,,6.8,,4
